product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,value_price_usd,sale_price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price
P473155,Mini Baomint Moisturizing Shampoo,6321,adwoa beauty,0,,,3.3 oz/ 98 mL,Size,3.3 oz/ 98 mL,,"['Water (Aqua), Aloe Barbadensis Leaf Juice, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Lauryl Glucoside, Sodium Lauroyl Lactylate, Glycerin, Adansonia Digitata (Baobab) Oil, Ricinus Communis (Jamaican Black Castor) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Phthalates Free Fragrance, Gaultheria Procumbens (Wintergreen) Oil, Mentha Piperita (Peppermint) Oil, Mentha Viridis (Spearmint) Leaf Oil, Hydroxyethylcellulose, Polyquaternium-10, Dehydroacetic Acid, Benzyl Alcohol, Guar Hydroxypropyltrimonium Chloride, Opuntia Ficus Indica (Prickly Pear) SeedOil, Cucurbita Pepo (Pumpkin) Seed Oil, Lavandula (Lavender) Spica Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Menthol, Urtica Dioica (Nettle) Extract, Citric Acid.']",12,,,0,0,1,0,1,"['Unisex/ Genderless Scent', 'Clean at Sephora', 'Coily Hair', 'Curly Hair', 'Without Sulfates SLS & SLES', 'Good for: Flaky/Dry Scalp']",Hair,Mini Size,,0,,
P473156,Mini Baomint Protect + Shine Oil Blend,6321,adwoa beauty,0,,,3.3 oz/ 98 mL,Size,3.3 oz/ 98 mL,,"['Glycine Soja (Soybean) Oil, Vitis Vinifera (Grape) Seed Oil, Olea Europaea (Olive) Oil, Caprylic/Capric Triglyceride (Fractionated Coconut Oil), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Helianthus Annuus (Sunflower) Seed Oil, Adansonia Digitata (Baobab) Oil, Punica Granatum (Pomegranate)Seed Oil, Fragrance, Tocopheryl Acetate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Gaultheria Procumbens (Wintergreen) Oil, Mentha Piperita (Peppermint) Oil, Mentha Viridis (Spearmint) Leaf Oil, Lavandula (Lavender) Spica Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Menthol, Cymbopogon Schoenanthus (Lemongrass) Oil.']",11,,,0,0,1,0,1,"['Clean at Sephora', 'All Hair Types', 'Curly Hair', 'UV Protection', 'Increases Shine', 'Good for: Flaky/Dry Scalp']",Hair,Mini Size,,0,,
P398965,Rose Lip Conditioner,7054,AERIN,20562,4.26,527,0.34 oz/ 10 mL,Scent,1 Rose,,"['Polybutene; Hydrogenated Polyisobutene; Dextrin Palmitate; Bis-Diglyceryl Polyacyladipate-2; Polydecene; Magnolia Officinalis Bark Extract; Limnanthes Alba (Meadowfoam) Seed Oil; Lecithin; Caprylyl Glycol; Simethicone; Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate; Hexylene Glycol; Fragrance (Parfum); Phenoxyethanol; [+/- Titanium Dioxide (Ci 77891); Iron Oxides (Ci 77491, Ci 77492, Ci 77499); Red 7 Lake (Ci 15850); Blue 1 Lake (Ci 42090); Manganese Violet (Ci 77742); Yellow 5 Lake (Ci 19140); Red 22 Lake (Ci 45380); Red 30 Lake (Ci 73360); Mica; Red 6 (Ci 15850); Yellow 6 Lake (Ci 15985); Carmine (Ci 75470); Bismuth Oxychloride (Ci 77163); Red 33 Lake (Ci 17200); Orange 5 (Ci 45370); Red 28 Lake (Ci 45410)].']",35,,,0,0,1,0,0,"['Hydrating', 'Good for: Dryness']",Makeup,Lip,Lip Balm & Treatment,0,,
P405269,Mediterranean Honeysuckle,7054,AERIN,15618,4.2158,139,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL Eau de Parfum Spray,,"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Butylphenyl Methylpropional, Butyl Methoxydibenzoylmethane, Limonene, Hydroxycitronellal, Geraniol, Linalool, Citral, Citronellol, Benzyl Alcohol.']",145,,,0,0,1,0,0,"['Floral Scent', 'Layerable Scent', 'Fresh Scent']",Fragrance,Women,Perfume,2,200,35
P405273,Mediterranean Honeysuckle Eau de Parfum Travel Spray,7054,AERIN,15404,4.2,50,0.27 oz/ 8 mL,Size + Concentration + Formulation,0.27 oz/ 8 mL Eau de Parfum Spray,,"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Butylphenyl Methylpropional, Butyl Methoxydibenzoylmethane, Limonene, Hydroxycitronellal, Geraniol, Linalool, Citral, Citronellol, Benzyl Alcohol.']",35,,,0,0,1,0,0,"['Floral Scent', 'Layerable Scent', 'Fresh Scent']",Fragrance,Women,Rollerballs & Travel Size,0,,
P388770,Amber Musk,7054,AERIN,13830,4.3833,120,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL Eau de Parfum Spray,,"['Alcohol Denat., Amber Musk Fragrance, Water, Butyl Methoxydibenzoylmethane, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Coumarin, Citral, Benzyl Benzoate.']",145,,,0,0,1,0,0,"['Floral Scent', 'Layerable Scent', 'Warm &Spicy Scent']",Fragrance,Women,Perfume,2,200,35
P398823,Amber Musk Eau de Parfum Travel Spray,7054,AERIN,11147,4.1875,48,0.27 oz/ 8 mL,Size + Concentration + Formulation,0.27 oz/ 8 mL Eau de Parfum Spray,,"['Alcohol Denat., Amber Musk Fragrance (Parfum), Water\\Aqua\\Eau, Butyl Methoxydibenzoylmethane, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Coumarin, Citral, Benzyl Benzoate <ILN40259>.']",35,,,0,0,1,0,0,"['Floral Scent', 'Layerable Scent', 'Warm &Spicy Scent']",Mini Size,Fragrance,,0,,
P428454,Hibiscus Palm Eau de Parfum,7054,AERIN,8201,4.3333,60,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL Eau de Parfum Spray,,"['Alcohol Denat., Fragrance, Water, Dipropylene Glycol, Benzyl Salicylate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bht, Dilauryl Thiodipropionate, Linalool, Geraniol, Farnesol, Benzyl Benzoate, Eugenol, Citral, Isoeugenol, Benzyl Alcohol, Coumarin, Hydroxycitronellal, Limonene <ILN44252>.']",145,,,0,0,1,0,0,"['Floral Scent', 'Layerable Scent', 'Fresh Scent']",Fragrance,Women,Perfume,2,200,35
P388762,Ikat Jasmine,7054,AERIN,7381,4.3385,65,3.4 oz/ 101 mL,Size + Concentration + Formulation,3.4 oz/ 101 mL Eau de Parfum Spray,,"['Alcohol Denat., Ikat Jasmine Fragrance, Water, Linalool, Hydroxycitronellal, Limonene, Butyl Methoxydibenzoylmethane, Citronellol, Benzyl Benzoate, Benzyl Alcohol, Citral, Farnesol, Geraniol, Eugenol, Cinnamyl Alcohol.']",200,,,0,0,1,0,0,"['Floral Scent', 'Layerable Scent', 'Fresh Scent']",Fragrance,Women,Perfume,2,145,35
P388766,Lilac Path,7054,AERIN,6530,4.2875,80,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL Eau de Parfum Spray,,"['Alcohol Denat., Lilac Path Fragrance, Water, Linalool, Butylphenyl Methylpropional, Benzyl Salicylate, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Hydroxycitronellal, Ethylhexyl Salicylate, Citronellol, Geraniol, Benzyl Benzoate, Benzyl Alcohol, Citral, Farnesol, Cinnamyl Alcohol, Isoeugenol, Eugenol, Limonene.']",145,,,0,0,1,0,0,"['Floral Scent', 'Layerable Scent', 'Fresh Scent']",Fragrance,Women,Perfume,1,200,200
P395768,Waterlily Sun,7054,AERIN,6241,4.3529,51,1.7 oz / 50 mL,Size + Concentration + Formulation,1.7 oz / 50 mL,,"['Alcohol Denat., Fragrance, Water, Limonene, Benzyl Salicylate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Linalool, Geraniol, Citronellol, Eugenol, Benzyl Alcohol, Citral, Farnesol.']",145,,,0,0,1,0,0,"['Layerable Scent', 'Floral Scent', 'Fresh Scent']",Fragrance,Women,Perfume,0,,
P433906,Rose De Grasse,7054,AERIN,4952,4.5278,36,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Phenethyl Alcohol, Citronellol, Geraniol, Farnesol, Linalool, Citral, Benzyl Alcohol, Eugenol, Butyl Methoxydibenzoylmethane, Bht <ILN42248>.']",260,,,0,0,1,0,0,"['Layerable Scent', 'Floral Scent']",Fragrance,Women,Perfume,1,360,360
P433901,Ikat Jasmine Travel Spray,7054,AERIN,4264,4,13,0.27 oz/ 8 mL,Size + Concentration + Formulation,0.27 oz/ 8 mL Eau De Parfum Spray,,"['Alcohol Denat., Ikat Jasmine Fragrance (Parfum), Water\\Aqua\\Eau, Linalool, Hydroxycitronellal, Limonene, Butyl Methoxydibenzoylmethane, Citronellol, Benzyl Benzoate, Benzyl Alcohol, Citral, Farnesol, Geraniol, Eugenol, Cinnamyl Alcohol <ILN40269>.']",35,,,0,0,1,0,0,"['Layerable Scent', 'Floral Scent', 'Fresh Scent']",Fragrance,Women,Rollerballs & Travel Size,0,,
P454826,Wild Geranium Travel Spray,7054,AERIN,4082,4.3333,21,0.27 oz/ 8 mL,Size + Concentration + Formulation,0.27 oz/ 8 mL,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Benzyl Salicylate, Limonene, Hydroxycitronellal, Geraniol, Linalool, Citronellol, Farnesol, Cinnamyl Alcohol, Citral, Benzyl Alcohol, Benzyl Benzoate, Isoeugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Tocopherol, Bht, Dilauryl Thiodipropionate.']",35,,,0,0,1,0,0,"['Layerable Scent', 'Fresh Scent']",Fragrance,Women,Rollerballs & Travel Size,0,,
P410846,Tangier Vanille,7054,AERIN,3842,3.6923,39,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL Eau de Parfum Spray,,"['Alcohol Denat., Fragrance, Water, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Geraniol, Limonene, Linalool, Coumarin, Citral, Benzyl Benzoate, Citronellol, Bht.']",145,,,0,0,1,0,0,,Fragrance,Women,Perfume,0,,
P460780,Hibiscus Palm Eau de Parfum Travel Spray,7054,AERIN,3549,4.0714,14,0.27 oz/ 8 mL,Size + Concentration + Formulation,0.27 oz/ 8 mL Eau de Parfum Spray,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Benzyl Salicylate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bht, Dilauryl Thiodipropionate, Linalool, Geraniol, Farnesol, Benzyl Benzoate, Eugenol, Citral, Isoeugenol, Benzyl Alcohol, Coumarin, Hydroxycitronellal, Limonene <ILN44252>.']",35,,,0,0,1,0,0,"['Floral Scent', 'Layerable Scent', 'Fresh Scent']",Fragrance,Women,Rollerballs & Travel Size,0,,
P481055,Mediterranean Honeysuckle Mimosa Eau de Parfum,7054,AERIN,3178,3.2,10,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL,,"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Dipropylene Glycol, Hydroxycitronellal, Limonene, Geraniol, Citronellol, Linalool, Citral, Isoeugenol, Farnesol, Methyl 2-Octynoate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dilauryl Thiodipropionate, Tocopherol.']",135,,,0,0,1,0,0,['Floral Scent'],Fragrance,Women,Perfume,1,30,30
P454825,Wild Geranium,7054,AERIN,3059,4.6667,24,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Benzyl Salicylate, Limonene, Hydroxycitronellal, Geraniol, Linalool, Citronellol, Farnesol, Cinnamyl Alcohol, Citral, Benzyl Alcohol, Benzyl Benzoate, Isoeugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Tocopherol, Bht, Dilauryl Thiodipropionate.']",145,,,0,0,1,0,0,"['Layerable Scent', 'Fresh Scent']",Fragrance,Women,Perfume,2,200,35
P442516,Mini Aegea Blossom Eau de Parfum Travel Spray,7054,AERIN,2453,3.7059,17,0.27 oz/ 8 mL,Size + Concentration + Formulation,0.27 oz/ 8 mL Eau de Parfum Spray,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bht, Linalool, Benzyl Salicylate, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Limonene, Geraniol, Citral, Citronellol, Benzyl Alcohol, Farnesol, Amyl Cinnamal <ILN44961>.']",35,,,0,0,1,1,0,,Fragrance,Women,Rollerballs & Travel Size,0,,
P442515,Aegea Blossom Eau de Parfum,7054,AERIN,2202,4.3529,17,1.7oz/50mL,Size + Concentration + Formulation,1.7oz/50mL,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bht, Linalool, Benzyl Salicylate, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Limonene, Geraniol, Citral, Citronellol, Benzyl Alcohol, Farnesol, Amyl Cinnamal <ILN44961>.']",145,,,0,0,1,1,0,,Fragrance,Women,Perfume,1,35,35
P475043,Cedar Violet Eau de Parfum Travel Spray,7054,AERIN,1678,3.3571,14,0.23 oz/ 7 mL,Size + Concentration + Formulation,0.23 oz/ 7 mL Eau de Parfum Spray,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Alpha-Isomethyl Ionone, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Citronellol, Farnesol, Linalool, Benzyl Benzoate, Eugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Methoxycinnamate, Tocopherol, Bht.']",35,,,0,0,1,0,0,,Fragrance,Women,Rollerballs & Travel Size,0,,
P504777,Perfume Sampler Discovery Set,7054,AERIN,1376,,,,,,,"['Ikat Jasmine:', 'Alcohol Denat., Ikat Jasmine Fragrance (Parfum), Water/Aqua/Eau, Linalool, Hydroxycitronellal, Limonene, Butyl Methoxydibenzoylmethane, Citronellol, Benzyl Benzoate, Benzyl Alcohol, Citral, Farnesol, Geraniol, Eugenol, Cinnamyl Alcohol.', 'Amber Musk:', 'Alcohol Denat., Amber Musk Fragrance (Parfum), Water/Aqua/Eau, Butyl Methoxydibenzoylmethane, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Coumarin, Citral, Benzyl Benzoate.', 'Rose de Grasse:', 'Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Phenethyl Alcohol, Citronellol, Geraniol, Farnesol, Linalool, Citral, Benzyl Alcohol, Eugenol, Butyl Methoxydibenzoylmethane, BHT.', 'Mediterranean Honeysuckle:', 'Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Butylphenyl Methylpropional, Butyl Methoxydibenzoylmethane, Limonene, Hydroxycitronellal, Geraniol, Linalool, Citral, Citronellol, Benzyl Alcohol.', 'Cedar Violet:', 'Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Dipropylene Glycol, Alpha-Isomethyl Ionone, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Citronellol, Farnesol, Linalool, Benzyl Benzoate, Eugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Methoxycinnamate, Tocopherol, BHT.']",25,,,0,1,1,0,0,,Fragrance,Value & Gift Sets,Perfume Gift Sets,0,,
P475042,Cedar Violet Eau de Parfum,7054,AERIN,1258,3.3571,14,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL Eau de Parfum Spray,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Alpha-Isomethyl Ionone, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Citronellol, Farnesol, Linalool, Benzyl Benzoate, Eugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Methoxycinnamate, Tocopherol, Bht.']",145,,,0,0,1,0,0,,Fragrance,Women,Perfume,1,35,35
P504686,Mediterranean Honeysuckle Clementina,7054,AERIN,1111,3.5,4,1.7 oz / 50 mL,Size + Concentration + Formulation,1.7 oz / 50 mL eau de parfum spray,,"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Limonene, Dipropylene Glycol, Hydroxycitronellal, Geraniol, Linalool, Citronellol, Citral, Hexyl Cinnamal, Benzyl Alcohol, Alcohol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Tris(Tetramethylhydroxypiperidinol) Citrate, Dilauryl Thiodipropionate, Tocopherol, BHT, Methyl Benzoate.']",145,,,1,1,1,0,0,,Fragrance,Women,Perfume,0,,
P471527,Rose De Grasse Pour Filles Eau de Parfum,7054,AERIN,1042,2,1,1 oz/ 30 mL,Size + Concentration + Formulation,1 oz/ 30 mL Eau de Parfum Spray,,"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Limonene, Benzyl Salicylate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Linalool, Geraniol, Citronellol, Eugenol, Benzyl Alcohol, Citral, Farnesol.']",100,,,1,0,1,0,0,,Fragrance,Women,Perfume,0,,
P481056,Mediterranean Honeysuckle Mimosa Eau de Parfum Travel Spray,7054,AERIN,0,,,0.3 oz/ 7 mL,Size + Concentration + Formulation,0.3 oz/ 7 mL,,"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Dipropylene Glycol, Hydroxycitronellal, Limonene, Geraniol, Citronellol, Linalool, Citral, Isoeugenol, Farnesol, Methyl 2-Octynoate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dilauryl Thiodipropionate, Tocopherol.']",30,,,0,0,1,0,0,['Floral Scent'],Fragrance,Women,Rollerballs & Travel Size,0,,
P439055,GENIUS Sleeping Collagen Moisturizer,6018,Algenist,33910,4.5413,1321,2 oz/ 60 mL,Size,2 oz/ 60 mL,,"['Collagen (Vegan)*, Water (Aqua, Eau), Ethylhexyl Palmitate, Oryza Sativa (Rice) Bran Extract, Caprylic/Capric Triglyceride, Glycerin, Cetearyl Methicone, Dimethicone, Cetearyl Alcohol, Pyrus Malus (Apple) Fruit Extract, Chlorella Protothecoides Oil, Polysorbate 60, Glyceryl Glucoside , Polyglyceryl-2 Stearate, Parachlorella Beijerinckii Exopolysaccharides, Collagen Amino Acids (Vegan)*, Ceramide NP, Silybum Marianum Fruit Extract, Helianthus Annuus (Sunflower) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, Carnosine, Sodium Stearoyl Glutamate, Caprylyl Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ethylhexylglycerin, Hexylene Glycol, Citric Acid, Lecithin, Sodium Hydroxide, Sodium Phytate, t-Butyl Alcohol, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Triethyl Citrate, Vanillin, Amyl Salicylate, Benzyl Acetate, Cedrus Atlantica Bark Oil, Phenethyl Alcohol, Ionone, Linalool.']",98,,,0,0,0,0,1,"['Vegan', 'Good for: Loss of firmness', 'Collagen', 'Hypoallergenic', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']",Skincare,Moisturizers,Moisturizers,0,,
P421277,GENIUS Liquid Collagen Serum,6018,Algenist,67870,4.0259,1159,1 oz  / 30 mL,Size,1 oz  / 30 mL,,"['Collagen (Vegan)*, Water (Aqua, Eau), Propanediol, Isononyl Isononanoate, Butylene Glycol, Glycerin, Betaine, Pentylene Glycol, Dextrin Palmitate, Collagen Amino Acids (Vegan)*, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Helichrysum Stoechas Flower Extract, Cylindrotheca Fusiformis Extract, Niacinamide, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Helianthus Annuus (Sunflower) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Caprylic/Capric Triglyceride, Palmitic Acid, Disodium EDTA, Carbomer, Sodium Lactate, Amodimethicone, Homosalate, Polysorbate 20, Butyl Methoxydibenzoylmethane, 1,2-Hexanediol, Caprylyl Glycol, Octocrylene, Sodium Hydroxide, Phenoxyethanol, Fragrance (Parfum), Limonene, Beta-Carotene (CI 40800).']",115,,,0,0,0,0,1,"['Vegan', 'Good for: Loss of firmness', 'Collagen', 'Hypoallergenic', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']",Skincare,Treatments,Face Serums,1,25,25
P467602,Triple Algae Eye Renewal Balm Eye Cream,6018,Algenist,17890,4.5306,1142,,,,,"['Aqua (Water/Eau), Stearic Acid, Isopropyl Isostearate, Dimethicone, Glycerin, Pentylene', 'Glycol, Glyceryl Stearate SE, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, C12-15 Alkyl Benzoate, Limnanthes Alba (Meadowfoam) Seed Oil, Parachlorella Beijerinckii Exopolysaccharides, Corallina Officinalis Extract, Dunaliella Salina Extract, Undaria Pinnatifida Extract, Dipeptide-2, Palmitoyl Tetrapeptide-7, Palmitoyl Hexapeptide-12, Palmitoyl Tripeptide-5, Sodium Hyaluronate, Caffeine, Coffea Arabica (Coffee) Seed Oil, Tribehenin, Ceramide NG, PEG-10 Phytosterol, Tetrahexyldecyl Ascorbate, Aloe Barbadensis Leaf Juice, Tocopheryl Acetate, Bambusa Vulgaris Leaf/Stem Extract, Pisum Sativum (Pea)', 'Extract, Glucosamine HCl, Leuconostoc/Radish Root Ferment Filtrate, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Dimethicone Crosspolymer, Panthenol, Pantolactone, Caprylyl/Capryl Glucoside, Pfaffia Paniculata Root Extract, Ptychopetalum Olacoides Bark/Stem Extract, Lilium Candidum Flower Extract, Rubus Idaeus (Raspberry) Leaf Extract, Aloe Barbadensis Leaf Juice Powder, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Phospholipids, Ceteareth-20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Aminomethyl Propanol, Caprylyl Glycol, Lactic Acid, Ethylhexylglycerin, Hexylene Glycol, Hesperidin Methyl Chalcone, Steareth-20, Citric Acid, Sodium Citrate, Chlorhexidine Digluconate, Phenoxyethanol, Potassium Sorbate, Benzyl Alcohol, Sodium Benzoate.']",68,,,0,0,0,0,1,,Skincare,Eye Care,Eye Creams & Treatments,0,,
P432045,GENIUS Liquid Collagen Lip Treatment,6018,Algenist,44448,3.8721,649,.5 oz / 15 mL,Size,.5 oz / 15 mL,,"['Collagen (Vegan)*, Water (Aqua, Eau), Glycerin, Isononyl Isononanoate, Limnanthes Alba (Meadowfoam) Seed Oil, Dextrin Palmitate, Pentylene Glycol, Diglycerin, Propanediol, Menthoxypropanediol, Collagen Amino Acids (Vegan)*, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Acmella Oleracea Extract, Brassica Alba Sprout Extract, Helianthus Annuus (Sunflower) Seed Oil, Hydroxymethoxyphenyl Propylmethylmethoxybenzofuran, Adenosine, Tocopherol, Leuconostoc/Radish Root Ferment Filtrate, Methyl Gluceth-20, Carbomer, Palmitic Acid, Sodium Hydroxide, Disodium EDTA, Amodimethicone, Butyl Methoxydibenzoylmethane, Homosalate, Octocrylene, Sorbic Acid, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Stevia Rebaudiana Extract, Aroma, Benzyl Benzoate, Beta-Carotene (CI 40800).']",29,,,0,0,0,0,1,"['Vegan', 'Good for: Loss of firmness', 'Plumping', 'Collagen', 'Hypoallergenic', 'Best for Dry, Combo, Normal Skin']",Skincare,Lip Balms & Treatments,,0,,
P311143,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,6018,Algenist,27278,4.4134,508,1 oz,Size,1 oz,,"['Octinoxate 7.5%, Titanium Dioxide 2%, Zinc Oxide 17.1%, Cyclopentasiloxane, Water (Aqua, Eau), Alcohol Denat., Glycerin, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, PEG/PPG-18/18 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Parachlorella Beijerinckii Exopolysaccharides, Echinacea Purpurea Extract, Tocopheryl Acetate, Camellia Oleifera Leaf Extract, Arctostaphylos Uva Ursi Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Stearic Acid, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, BHT, Ethylhexylglycerin, Caprylyl Glycol, Aluminum Hydroxide, Phenoxyethanol, Hexylene Glycol, Fragrance (Parfum), Hexyl Cinnamal, Linalool.']",28,,,0,0,0,0,0,"['Vegan', 'Hypoallergenic', 'UV Protection', 'SPF', 'Best for Dry, Combo, Normal Skin']",Skincare,Sunscreen,Face Sunscreen,0,,
P384537,GENIUS Ultimate Anti-Aging Cream,6018,Algenist,19733,4.2525,503,2 oz/ 60 mL,Size,2 oz/ 60 mL,,"['Water (Aqua, Eau), Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Glycerin, Chlorella Protothecoides Oil, Dimethicone, Butylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Butyrospermum Parkii (Shea) Butter, Pentylene Glycol, Potassium Cetyl Phosphate, Parachlorella Beijerinckii Exopolysaccharides, Collagen (Vegan)*,  Ceramide NP, Cynara Scolymus (Artichoke) Leaf Extract, Retinyl Palmitate, Astragalus Membranaceus Root Extract, Atractylodes Macrocephala Root Extract,  Iris Florentina Root Extract, Bupleurum Falcatum Root Extract, Copper Lysinate/Prolinate, Methylglucoside Phosphate, Stearalkonium Bentonite, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica, Caprylyl Glycol, Sodium Hydroxide, Disodium EDTA, Ethylhexylglycerin, Cetyl Alcohol, Propylene Carbonate, Quartz, Phenoxyethanol,  Leuconostoc/Radish Root Ferment Filtrate, Chlorphenesin, Fragrance (Parfum), Coumarin.']",112,,,0,0,0,0,0,"['Vegan', 'Collagen', 'Hypoallergenic', 'Good for: Loss of firmness', 'Best for Dry, Combo, Normal Skin']",Skincare,Moisturizers,Moisturizers,1,75,75
